"CODE","INTITULE","Nom","TELEPHONE1","EMAIL","ADLIVR_LIGNE1","ADLIVR_LIGNE2","ADLIVR_VILLE","ADLIVR_CODE_POSTAL","CONTRAT_DU","CONTRAT_AU","CODE_VENDEUR"
"100074","","CORHOFI SA","05 57 10 90 47","mebe@corhofi.com","","","","","","",""
"301105","NON CLIENT","COTE FRUITS","0686794029","","112 AV DE LA REPUBLIQUE","","SAINT LOUBES","33450","","","2"
"200140","","COULEUR AZUR","05 58 47 11 89","","","","","","","","7"
"300109","","COULEUR LATINE","06.50.69.36.11","couleur.latine@free.fr","156 rue lamartine","","TALENCE","33400","","","2"
"300788","CLIENT","COURAUD Elisabeth - Le Fournil d'Elisa","05 58 46 30 00","","1362 Avenue de Villeneuve","","Mont de Marsan","40000","20/12/2017","19/12/2021","5"
"200277","","CREA64","","crea64oloron@gmail.com","17, Rue de la Cathédrale","","OLORON","64400","","","4"
"300203","","CREMERIE DES HALLES","05 59 26 45 03","benatfromageraffineur@gmail.com","BOULEVARD VICTOR HUGO","","SAINT JEAN DE LUZ","64500","","","2"
"100035","ANCIEN CLIENT","CREPERIE ONDINE","05 57 12 02 13","gregory.lest@gmail.com","Centre Commercial de Laurenzan","Allée des Pins","GRADIGNAN","33170","","","1"
"200354","","CREPERIE TY OUESSANT","","e.momin@hotmail.com","3 Rue Erretegia","","BIDART","64210","","","7"
"200155","","CULTURE SUD PIERRE MARES","","thermes.ecureuils@wanadoo.fr","340 Avenue du Touring Club de France","","SOORTS HOSSEGOR","40150","","","7"
"100173","","CVAPOTE","05 40 05 72 81","cvapote@sfr.fr","","","","","","","1"
"100123","ANCIEN CLIENT","CYCLES FOUCHY","","","445 route de Toulouse","","VILLENAVE D'ORNON","33140","","","1"
"301266","NON CLIENT","Camping les Oyats","","gerard@campinglesoyats.fr","Route de la plage des casernes","","SEIGNOSSE","40510","","","7"
"200143","","Captain Bar","","","","","","","","","7"
"300376","","Carmo","","","","","","","","","0603"
"300507","NON CLIENT","Carré du Lac","05 56 50 47 56","","Boulevard Jacques Chaban Delmas","","BRUGES","33520","","","7"
"300643","","Casa Ferretti Caudéran","0535544554","","230 av Maréchal de Lattre de Tassigny","","Caudéran","33320","","","1"
"300644","NON CLIENT","Casa ferretti Barr de pessac","0556183971","","55 cours du Maréchal Gallieni","","BORDEAUX","33000","","","1"
"300541","NON CLIENT","Chaussure Martine","0557871252","","53 cours Portal","","BORDEAUX","33000","","","5"
"300570","CLIENT","Chez Oumie","","stephanie.brochard@2cexpertises.com","","","","","07/07/2017","06/07/2020","1"
"200207","","Compagnie Hoteliere et fermiere d'Eugeni","05 58 05 06 59","christophe.pandiella@chainethermale.fr","","","EUGENIE LES BAINS","40320","","","7"
"200234","","Comptoir des vins","","","58 Rue de Chassin","","ANGLET","64600","","","7"
"300663","","Coutellerie Prince","0556916637","coutellerieprince@wanadoo.fr","","260 rue sainte catherine","BORDEAUX","33000","","","5"
"300173","CLIENT","DAILY D","06.75.20.46.87","david.reaud@hotmail.fr","69 quai des chartrons","","BORDEAUX","33300","17/08/2015","","1"
"300516","","DAILY D - 13 RUE DE GIRONDE","","","13 RUE DE GIRONDE","","BORDEAUX","33000","09/03/2017","08/03/2020","1"
"301305","","DAMIEN MENALDO - KOKOMO BIS","","damienmenaldo@gmail.com","Place Fernand Lafargue","","BORDEAUX","33000","","","12"
"200324","","DANO","0559438227","contact@danoepicerie.fr","22 Rue Harispe","","Biarritz","64200","","","4"
"300200","","DC Loisirs laser quest","01 30 31 51 51","","Ccial CERGY 3","Rue de la croix des maheux","CERGY","95000","01/01/2019","31/12/2019","7"
"100068","CLIENT","DE MARIA Davide""OSTERIA DI LUIGI""- S°DDM","05 56 81 03 80","ryan2006.demaria@hot","23 Rue du Pas Saint Georges","","BORDEAUX","33000","","","1"
"200357","CLIENT","DECROCK Christophe - Crèmerie Laminak","09 81 47 96 66","cremerie.laminak@gmail.com","ARNATEGIA PLACE DE LA MAIRIE","","ASCAIN","64310","26/04/2018","25/04/2022","7"
"301324","CLIENT","DELECLUSE Valerie - VERSION FEMININE","","valerie.delecluse@sfr.fr","CENTRE COMMERCIAL AUCHAN","","TOULOUSE","31000","31/01/2019","","1"
"300251","","DELIJA","07.88.10.08.39","fabetlaeti@wanadoo.fr","avenue d'aquitaine","","SAINT EULALIE","33560","","","2"
"100090","CLIENT","DELZONGLE AQUITAINE - Paul et Cie","05 57 26 66 08","informatique@delzongle.fr","Paul & Co","8 Avenue de Verdun","BIARRITZ","64200","18/07/2018","17/07/2019","1"
"300605","CLIENT","DELZONGLE AQUITAINE Biarritz - Paul & Co"," 05 59 24 49 21","informatique@delzongle.fr","Paul & Co","","SAINT JEAN DE LUZ","64500","06/07/2018","05/07/2019","1"
"200116","","DEPOT VENTE","","","","","","","","","7"
"300550","","DIVIN-SA","","divin-contact@orange.fr","54 rue Guadet","","SAINT EMILION","33330","","","7"
"301190","NON CLIENT","DOMINIQUE CLEMENT","0622051979","clement.dom45@orange.fr","DON CAMILLO","54 RUE SAINTE CATHERINE","Orléans","45000","","","12"
"200330","","DRAZALIE SARL","0","julito85@hotmail.com","10 Rue De La République","","ANNECY","74","","","4"
"200119","","DU MOULIN AU PAIN","","","","","","","","","7"
"301304","","DURAND JORDAN","","","","","","","","",""
"301088","","DURANT JORDANE","0782318860","jordane06560@gmail.com","8 avenue du centre","","messanges","40660","","","5"
"100054","","DURIEZ Jordan","06 71 82 20 67","duriez.lecurier@hotmail.fr","","","","","","","1"
"200079","","DYLONG Yann","","yann.dylong@sfr.fr","","","","","","","7"
"100073","","Daniel SARRAUTTE ""ADME""","06 21 58 69 86","daniel.espace@live.fr","","","","","","","1"
"200348","","Delices des viandes","05 59 93 05 46","deslicesdesviandes5cantons@gmail.com","Halles des 5 Cantons","","ANGLET","64600","","","7"
"301079","","Dorval","0768305026","","","","","","","","5"
"100038","NON CLIENT","Dr Nicolas STARK","05 59 42 90 86","","","","","","","","7"
"300892","CLIENT","Dream land Hossegor","","Thermes les Ecureuils <thermes.ecureuils@wanadoo.fr>","Rue de la Croix Blanche","","Soorts Hossegor","40150","23/03/2018","22/03/2020","7"
"300723","NON CLIENT","Dubicki Eric","05 53 36 76 09","","Lieu dit le Bourg","","Montaut","47210","","","5"
"100099","NON CLIENT","E ET J : HAPPY PARK","07 60 74 14 79","jerome.oscislawski@hotmail.fr","15 Rue Charles Tellier","","BEGLES","33130","","","1"
"300382","","E.I L'Instant Vert","","billyroselyne@gmail.com","Place de la Gare","","LUGAGNAN","65100","","","7"
"300366","","E.I. DIAZ Jonathan","","jonadiaz@orange.fr","","","","","","","1"
"300743","CLIENT","E.I. HIRIGOYEN PASCAL - Txiki Bistro","09 80 42 54 22","txikibistro@outlook.fr","60 Avenue de Bayonne","","ANGLET","64600","13/12/2017","12/12/2020","7"
"200126","","ECO SHOP","","contact.ecoshop@yahoo.fr","","","","","","","7"
"300198","","ECOLOR","06.31.06.41.39","bordeaux.talence@ecolorfrance.fr","80 cours du maréchal galliéni","","TALENCE","33400","","","2"
"301128","NON CLIENT","EI BARDIAU CEDRIC/ BAR LE XAPATAN","0559257655","cedric.bardiau@otmail.com","29 rue des Cordeliers","","BAYONNE","64100","","","5"
"300905","","EI CAZASSUS CHRISTOPHE","0556256960","","5 pl Marché","","GRIGNOLS","33690","","","5"
"300215","CLIENT","EI CHRISTINE PERON- La Pleine Mer","05 56 60 54 55","Lapleinemer33@gmail.com","124 Route du Cap Ferret","","PIRAILLAN","33950","25/01/2018","24/01/2022","1"
"300874","","EI COMBARIOU DAMIEN / AU VIEUX FOUR","0557310509","comba33000@hotmail.fr","2 rue Jerome Dutrenit","","LANDIRAS","33720","","","5"
"300612","CLIENT","EI DEULLIN Arnaud - LA FORGE","05 56 25 53 52","a.deullin@free.fr","1 Bis Lieu Dit Le Bordelais","","COIMERES","33210","12/09/2017","11/09/2020","1"
"300947","","EI DJEMANI - Domaine des Grands Lacs","","","380 Route Téophile Gautier","","PARENTIS EN BORN","40160","","","1"
"300804","","EI DUPOUY Maïté - FLEURS ET FEUILLAGES","05 56 78 47 68","","80 AVENUE DU GENERAL DE GAULLE","","LA BREDE","33650","21/12/2018","20/12/2019","1"
"300210","CLIENT","EI Fanny LAMBERT - La Pizz'a Fanny","05 56 85 51 64","fannylambert105@gmail.com","5 Avenue Lucien Lerousseau","","BEGLES","33130","30/11/2018","29/11/2021","1"
"301068","CLIENT","EI GRENOUILLET Brice - La Tour Blanche","05 53 90 04 15","grenouilletbrice@gmail.com","13 Rue St Sicaire","","La Tour Blanche","24320","01/10/2018","30/08/2022","5"
"301109","CLIENT","EI JACQUES FERRER - La Cauvignacaise","05 56 65 48 76","bricon.francine@orange.fr","2 Pièce de la Lande","","CAUVIGNAC","33690","28/09/2018","27/09/2022","5"
"301168","NON CLIENT","EI LACOMBRADE FRANCETTE/LE GRAND LARGE","0674671334","francette.lacombrade@gmail.com","4 Avenue de la cote d'argent","","MIMIZAN","40200","","","5"
"300718","CLIENT","EI LONG Samuel - LE FOURNIL DE SABLONS","05 57 41 32 99","benedicte-33@hotmail.fr","20 Lieu dit le canton","","SABLONS","33910","05/01/2018","04/01/2022","4"
"301053","CLIENT","EI LYDIA OLLINO GUERIN / Beach Burger","","guerin@icloud.com","10 Place Castilla","","SEIGNOSSE","40510","05/07/2018","","5"
"300899","","EI MEYER Laurent Francois - Fournil des","","laurent.meyer@numericable.fr","127 av du centenaire","","SAINT MAUR DES FOSSES","94210","","","1"
"300999","CLIENT","EI NAPROUS BASTIEN- Pizza de Lago","","bast.naprous@gmail.com","Place du Levant","","VIEUX BOUCAU","40480","05/06/2018","04/06/2022","5"
"301106","NON CLIENT","EI PRUNET JEAN JACQUES- LE BACCHUS","0686771654","lebistrot64@outlook.fr","45 rue des cordeliers","","BAYONNE","64100","","","5"
"300631","ANCIEN CLIENT","EI VERONIQUE MOREAU - Verona Pizza","05 56 68 62 81","ludovic.cars.33@orange.fr","16 Route du Perigord","RD 936","SALLEBOEUF","33370","18/01/2018","17/01/2021","1"
"300473","","EIRL MARTIN Christelle-Parcours Gourmand","05 58 09 84 84","restaurantleparcoursgourmand@hotmail.com","AVENUE DU GOLF","","BISCARROSSE","40600","08/02/2017","07/02/2019","1"
"200011","CLIENT","ELAIA 64 - Le Victor Hugo","05 59 25 62 26","nicolas.miquel@dbmail.com","","","","","15/02/2018","14/02/2021","7"
"FOUR0001","","ELCODATA","00 34 934 239 969","","89 Viladomat","","BARCELONA","08015","","",""
"300063","NON CLIENT","ELLA & OSCAR YE","","","32 RUE PAUL LOUIS LANDE","","BORDEAUX","33000","","","2"
"300061","NON CLIENT","ELMINOLY","06.03.19.59.11","noelgoud@hotmail.fr","10 CHEMIN DE BARBICADGE","","CESTAS","33610","","","2"
"300304","","ENTRE DEUX VINS","09.62.14.08.42","sandrinejacotot@neuf.fr","193 rue fondaudège","","BORDEAUX","33000","","","2"
"301085","","ENVOL","0667947601","isabelle.jovelet@ea-envol.fr","40 rue du Moulineau","","EYSINES","33320","","","2"
"300110","","ENVOL COIFFURE","05.47.29.58.96","","156 rue lamartine","","TALENCE","33400","","","2"
"200311","","EPI CAFE","0954224623","rute.neves@orange.fr","PLAGE DES CAVALIERS","Promenade Mendiboure","ANGLET","64600","","","4"
"301001","","EPICERIE CAVE FROMAGERIE","0975437864","jmsrmaub@gmail.com","130 AVENUE DE MAUBUISSON","","CARCANS","33121","","","4"
"300188","","EPICERIE DE BALIZAC","06.29.48.39.90","epiceriedebalizac@gmail.com","34 bis le bourg","","BALIZAC","33730","","","2"
"300107","","EPICERIE DUFOUR","","bruno.dufour-haux@orange.fr","7 rue du 8 mai","","PORTETS","33640","","","2"
"300042","","EPICES ET PIQUES","06 24 68 83 36","dejeuner@epicesetpiques.fr","31 Rue Henri Moissan","","SAINT MEDARD EN JALLES","33160","","","2"
"300674","NON CLIENT","ERIC MICHEL","","michel-eric@hotmail.fr","","","","","","",""
"200333","","EROSI","0559636967","gie@erosi.fr","ZI LAHONCE","","LAHONCE","64990","","","4"
"300901","CLIENT","ESCALE ESTUAIRE DE LA GIRONDE","06 66 24 79 82","guybardin@icloud.com","1 PLACE EDOUARD HENRRIOT","","BASSENS","33530","22/06/2018","","6"
"300676","CLIENT","ESPACE CHIFOUMI","","aurelie@espace-chifoumi.fr","52 rue du mirail","","BORDEAUX","33000","","08/01/2019","5"
"300750","NON CLIENT","ETS CARRE LAURENT","","","","","","","","","4"
"300316","","ETS LUCCO (LES GOURMANDISES DE LUCCO)","","gourmandisesdelucco@orange.fr","LIEU DIT LA COUTURE","","BEZENAC","24220","","","7"
"200255","","ETXEKOAK","","","Dock de la Negresse","","Biarritz","64200","","","4"
"300809","CLIENT","EUI NAVARRO LAURIE- FRENCH COFFEE SHOP","0684634688","lolie-24@live.fr","35 avenue Gambetta","","SARLAT LA CANEDA","24200","13/02/2018","12/02/2022","5"
"300818","CLIENT","EUI OGUINENA DENIS- CHEZ OGUI","09 82 22 54 59","oguinena_veronique@msn.com","1581 Route de Peyrehitte","","CARCARES STE CROIX","40400","23/01/2018","22/01/2019","5"
"300814","NON CLIENT","EUI SCHWARTZ SERGE- LE JAZZ BAR","0675791965","jazzbar@live.fr","12 rue Bremontier","","MIMIZAN","40200","","","5"
"300319","","EUR Caffé Meneghino","","meneghino33@gmail.com","121 Cours Victor Hugo","","BORDEAUX","33000","","","7"
"200038","","EURL 4 SAISONS","05 59 93 27 62","chantaljamali@gmail.com","","","","","","","7"
"300234","","EURL 7 PIZZ","06.71.60.01.37","cedricpombo77@gmail.com","36 cours gambetta","","TALENCE","33400","","","2"
"300451","CLIENT","EURL A LA CANTINE","05 56 02 50 70","alacantine@hotmail.fr","111 Rue Notre Dame","","BORDEAUX","33300","29/11/2016","28/11/2019","1"
"301014","CLIENT","EURL A.C.D. 49 - VAPOTE MOI BLOIS","","phadesbouiges@orange.fr","","","","","22/06/2018","21/06/2019","1"
"300529","","EURL AB PARC - YOUPI PARC PESSAC","09 83 67 71 42","pessac@youpiparc.com","16 Avenue Louis de Broglie","","PESSAC","33600","","","1"
"300332","","EURL ABILLARA SANDRA ""CROC OCEAN""","06 61 64 72 54","christarel@icloud.com","","","","","","","7"
"300762","CLIENT","EURL ALL IN WINE - EASY WINE EXPRESS","","jbo@all-in-wine.com","9 route de la vieille ferme","","MARTILLAC","33650","01/12/2018","30/11/2020","1"
"100183","CLIENT","EURL ATTRAVERSIAMO","","attraversiamo@orange.fr","80 Avenue du Général de gaulle","","LA BREDE","33650","","18/07/2017","1"
"300129","CLIENT","EURL AU PALAIS DU GOUT TRAITEUR","06.08.78.52.09","aline.kostuch@gmail.com","45 Quartier Avenue de la Marne","","MERIGNAC","33700","","12/08/2016","2"
"200353","CLIENT","EURL AUCKYWAN","05 59 15 88 75","auckent@yahoo.fr","24 Rue Port Neuf","","BAYONNE","64100","","04/02/2019","7"
"300973","","EURL BCA - BAZAR COTE ATLANTIQUE","","yohann.faure@hotmail.fr","ZA DES PIEDS SECS NORD","","GEMOZAC","17260","","","1"
"300440","CLIENT","EURL BERTHELOM","05 56 08 18 48","berthelom.yann@gmail.com","23 Rue Emile Zola","","LE BOUSCAT","33110","05/11/2018","04/11/2021","1"
"200129","CLIENT","EURL BLUSH NOISETTE","05 59 46 10 91","","22 Rue d'Espagne","","BAYONNE","64100","","","7"
"300709","CLIENT","EURL C'BUENO","09 67 36 75 53","gilles.bueno1968@gmail.com","3 Grand Rue","","SAINT SELVE","33650","","","1"
"100166","","EURL CAPLANE WILLIAM ''Rest. EPHERRA''","","restaurant.epherra@gmail.com","UROLOKO BIDEA","","SOURAIDE","64250","","","7"
"100210","ANCIEN CLIENT","EURL CARAMEL - Amandine 1900 - AUGIER","","contact@hotelchoiseul.com","365 Avenue du M de Lattre de Tassigny","","BORDEAUX","33200","","","1"
"300715","NON CLIENT","EURL CARISSAN Café de l 'étoile","05 57 99 17 55","","64 Rue Bouquière","","BORDEAUX","33000","","","4"
"100181","","EURL CBV - LA MANDARINE","","vincent@studioboheme.fr","12 Rue Castelnau d'Auros","","BORDEAUX","33000","","","1"
"300624","CLIENT","EURL CCVM - VAPOTE MOI AMIENS","","ccvm-amiens@outlook.fr","4 Rue d'Harbonnieres","","MORCOURT","80340","","05/10/2018","1"
"300793","","EURL CHEZ ARISTIDE","05 45 83 42 99","chezaristide@gmail.com","36 rue Aristide Briand","","COGNAC","16100","08/03/2018","07/03/2019","5"
"300692","","EURL CREATIONS PEZON","","fabricepezon.creation@gmail.com","10A Boulevard de la Plage","","CAP FERRET","33970","20/11/2017","19/11/2021","4"
"300377","","EURL CREME - BIARRITZ","","cremebiarritz@gmail.com","2 Chemin de Mougnougnou","","ARCANGUES","64200","","","8"
"300348","","EURL DELYAN - SPAR EYSINES","","","Grand Cailloux","1 Place du Rouillaou","EYSINES","33320","","","1"
"100165","","EURL DIAM","","","","","","","","","7"
"200358","","EURL DOCK 64 - Samatze Restaurant du Lac","","miranbeteric@gmail.com","Maison du Moura N°50/ 58","","SAMES","64520","25/05/2018","24/05/2022","7"
"200322","","EURL Delorina ""Crêperie le Neptune""""","05 59 03 89 18","sarl.galarina@gmail.com","Crêperie le Neptune","Place des Docteurs Gentilhe","ANGLET","64600","02/10/2017","01/10/2021","7"
"300132","","EURL EAS IT","","","ZONE ARTISANALE DES SABLONS","RUE JEAN MONNET BP19","CLAYE SOUILLY","77410","","","1"
"100212","NON CLIENT","EURL ELODIE COIFFURE ""SALON ELOQUENCE""","05 56 45 01 70","","9 Place cardinal","","PESSAC","33600","","","1"
"300924","CLIENT","EURL EMINELO - Vapote-moi Angoulême","","Laurent.rx@hotmail.com","ROUTE DE BORDEAUX","","LA COURONNE","16400","13/03/2018","12/03/2019","1"
"300534","CLIENT","EURL FOURNIL D'ARTIGUES","05 56 86 70 93","jpboucaud@orange.fr","5 Avenue Virecourt","","ARTIGUES PRES BORDEAUX","33370","","09/10/2018","1"
"200161","","EURL GALLORGA ''TRINKETEKO OSTATUA''","05 40 39 88 16","xabielhorga@hotmail.fr","","","","","","","7"
"301294","","EURL GAMA 22 - BOUCHERIE Baptiste","","baptisteboucherie@gmail.com","91 Rue Lecoq","","BORDEAUX","33000","","","1"
"200247","","EURL GEORGES & CO","05 59 42 96 58","georgesetco@gmail.fr"," 3 Rue Bernadou","","BAYONNE","64100","01/12/2016","30/11/2019","4"
"300680","CLIENT","EURL Heads UP","05 56 50 67 03","vanessa.laborde@sfr.fr","64 Avenue Victor Hugo","","LE BOUSCAT","33110","13/11/2017","12/11/2021","4"
"100036","ANCIEN CLIENT","EURL IMPACT VIDEO","05 56 75 06 25","impact.video.photo@gmail.com","Centre Commercial Laurenzanne","Allée des Pins","GRADIGNAN","33170","","","1"
"301216","CLIENT","EURL JSR - Casa Pizzas","05 59 69 99 99","casapizzas64120@gmail.com","19 rue Gambetta","","ST PALAIS","64120","08/01/2019","07/01/2023","5"
"100082","CLIENT","EURL KLBV - Le Grenier Bordelais","05 57 67 13 49","melaniecadet@orange.fr","246 Boulevard Jean Jacques Bosc","","BEGLES","33130","27/09/2017","26/09/2021","1"
"300201","CLIENT","EURL L'ENTRACTE - Café Bastide","05 56 86 83 31","cafebastide@orange.fr","69 Allée Serr","","BORDEAUX","33100","22/11/2018","21/11/2019","1"
"100109","ANCIEN CLIENT","EURL L'HIBISCUS","06 68 51 31 12","david.gabillaud@gmail.com","243 Rue de Pessac","","BORDEAUX","33000","","","1"
"300388","","EURL LA BACCHUS ""Le Wallaby""","05 35 46 40 09","le_corsaire_bayonne@live.fr","15 Avenue du rayon vert","Chambre d'Amour","ANGLET","64600","","29/08/2017","7"
"200015","CLIENT","EURL LA CASE DE L'OCEAN - ""Coco Beach""","","","","","","","02/05/2017","01/05/2020","7"
"301156","NON CLIENT","EURL LA RENARDIERE","05 56 30 84 38","stelarenardiere@sfr.fr","29 Route du petit bois","","SAINT SULPICE ET CAMEYRAC","33450","","","1"
"100105","CLIENT","EURL LAMHA - ASTON Cig Electroniques","06 22 40 74 98","lionel.bertin@yahoo.fr","19 Avenue du Médoc","","EYSINES","33320","","","1"
"300897","CLIENT","EURL LATOSCA","05 56 71 69 34","","14 Place de la République","","SAUVETERRE DE GUYENNE","33540","06/06/2018","05/06/2022","5"
"300452","CLIENT","EURL LAUNES - Le P'tit Louis","05 56 38 82 19","amandalaunes@gmail.com","63 Chemin du Port de l'homme","","LATRESNE","33360","31/01/2017","30/01/2020","1"
"300858","","EURL LAURENT SAUTE BOULANGERIE","","laurent-saute@boulangerie-saute.fr","16 GRAND RUE","","MASSERET","19510","","","1"
"300479","CLIENT","EURL LAYENS - Brasserie La Coupole","05 59 24 09 96","benmunoz64@gmail.com","22 Place Georges Clemenceau","","BIARRITZ","64200","31/01/2017","17/04/2019","7"
"200134","","EURL LC PATISSERIE","06 87 47 09 58","christophelepatissier@live.fr","","","","","","","7"
"301005","CLIENT","EURL LE CAPRICORNE -Resto Le petit canon","05 56 03 33 14","auptitcanon@gmail.com","1 Rue des Tilleuls","","CARCANS","33121","12/06/2018","11/06/2022","4"
"100218","NON CLIENT","EURL LE CERCLE","05 56 88 62 14","ltve33@gmail.com","11 PLACE MONTESQUIEU","","LA BREDE","33650","","19/09/2017","1"
"300756","CLIENT","EURL LE FOURNIL DE DUMON","","","151 Avenue du Marechal Foch","","LIBOURNE","33500","12/12/2017","11/12/2021","5"
"300005","","EURL LE PAIN DE SUCRE - LE 48","","","4 Rue de Bourg","Le Bourg","GAILLAN EN MEDOC","33340","","","1"
